id,name,host_id,host_name,number_of_reviews,last_review,reviews_per_month,Rating
16320612,Modern Apt in Harlem steps from Central Park!,88152200,Sade,11,25-10-2017,0.36,1.5
16336428,Cozy room in Brooklyn,13933851,Yagil,11,28-02-2018,0.35,2.9
16338348,Entire 1 Bedroom Apt with Great Light & Vibes :),106951556,Meli And Daniel,11,30-10-2018,0.35,1.7
16352484,Serene atmosphere in Manhattan,78466689,Natalia,11,28-06-2019,0.36,4.1
16458046,Big Bright Room â˜¼ Lower East Side,97513787,Daniel,11,17-02-2019,0.37,2.7
16465638,Modern Apartment in Bed-Stuy,794727,Martin,11,01-06-2019,0.36,2.7
16479459,Huge Modern Ensuite. Convenient. Incredible view!,19442899,David,11,20-10-2017,0.37,3.2
16585566,Quiet  Clean Private Bedroom  Brooklyn,6600911,Cristina,11,08-06-2019,0.38,1.5
16598387,"Sleeps6+PRIV.TERRACE+laundry,Trains+BAM&Barclays",8696190,Tee,11,30-06-2019,0.37,3.1
16603823,"Luxury bedroom in a Cozy, Relaxed NYC Atmosphere!",109551284,Saphira,11,23-05-2019,0.76,1.4
16613993,COZY Bedroom in the heart of the Lower East Side!,109660521,Isaac,11,05-11-2017,0.45,4.9
16798351,Beautiful East Village Studio,94669886,Nadine,11,21-08-2018,0.39,2.1
16884405,"Guest Room in High Ceiling Duplex, Williamsburg! 2",40511252,Auset,11,31-03-2019,0.38,0.8
16943178,Ladies Only: Spacious Shared Apt,113251277,Angela,11,17-03-2019,0.39,2.3
17134357,Cozy large BR steps to AMNH,780958,Liliana,11,23-07-2017,0.39,1.1
17242854,Yankee Stadium apartment in Bronx,8159536,Genae,11,20-02-2019,0.42,4.1
17254708,Private BR in Manhattan right near express trains!,2158706,James,11,11-08-2017,0.4,3
17432325,Swanky Bushwick Penthouse,29655230,Josh,11,30-09-2017,0.39,2.6
17433538,Khimani's Pad,117945802,Shabari,11,30-07-2017,0.39,4.7
17568638,Lower East Side Studio,3095778,Henrik,11,17-01-2019,0.39,2.8
17599762,Birds nest Oasis in historic cobble hill,5800161,Pioneer,11,17-06-2019,0.47,2.6
17605255,Cozy Zen Brooklyn Bedroom,119634559,Noor,11,24-06-2018,0.4,2.2
17748284,Guest BedRm in quaint NYC neighborhood. NEAR TRAIN,25196982,Nikolas,11,17-06-2019,3.24,4.9
17757976,Spacious Luxury Loft - 1BR,121185129,Kathleen,11,29-07-2018,0.41,1.3
17843168,Columbus Circle Lincoln center Central park,112335936,Ronnie,11,21-04-2019,0.42,2.4
17880254,Spacious New York City Travelers Getaway,9808458,Zain,11,01-01-2019,0.52,1.9
17940041,Spacious and Bright Two Bedroom,44951851,Yaakov,11,24-04-2019,0.42,3.8
17956381,Quaint little relaxing room in Astoria,4112547,Felecia,11,01-12-2018,0.42,3.9
18013489,Cozy room with stunning view,23390186,June,11,08-06-2019,0.41,1.3
18073738,Huge Room in Bushwick with private bathroom,512101,Martha Cristina,11,02-06-2019,0.81,4.9
18191965,Upper east side - Cozy Room,125542850,Gabriele,11,03-07-2019,0.41,1.6
18254314,"St. Marks, East Village penthouse loft w/ patio!",100288,Tiff & David,11,12-12-2017,0.42,1.1
18268257,Spacious NY loft equipped for a baby!,3955533,Aiya,11,10-07-2018,0.46,5
18288660,Comfortable  Private Room,32304780,Nicauris,11,28-04-2019,0.42,0.7
18325063,Prvt entrance room! 1 stop to Mdtwn Manhattan.,20017962,John,11,30-05-2019,0.42,4.2
18329309,"Private, sunny studio apartment in Queens",27670418,Alexisz TamÃ¡s,11,17-10-2018,0.48,3.6
18477226,The Justice Tower 2,38068387,Xolie,11,15-10-2017,0.43,2.4
18499074,Cozy spacious rooms with natural sunlight,127714840,Guy,11,30-06-2019,0.9,1.5
18503779,Spacious Bohemian Duplex 1BR E Wburg Yard Roof,128414475,Nitya,11,18-08-2017,0.42,1.5
18504631,convenient location 1 min walk to bus station,5828830,Low,11,03-10-2018,0.44,3.3
18520516,Rare Designer-Decorated Loft in Prime Williamsburg,19355895,Nicolas,11,09-06-2019,0.44,4.4
18616234,UPPER EAST SIDE PRIVATE ROOM!,129317761,Lauren,11,15-07-2017,0.42,1.1
18675599,Large Place bushwick with furniture,129812563,Roodmy,11,20-09-2017,0.42,1.1
18737235,Brooklyn Garden Apartment,45763784,Julio,11,28-05-2019,1.22,2.2
18912084,"A spacious, private room flooded with light!",17419817,Michelle,11,22-10-2018,0.43,2.6
18949137,"Clean and Simple 1-Bedroom, Steps from University",33683538,Frank,11,22-04-2019,0.43,0.3
18958724,GIANT BUSHWICK ROOM - PRIVATE ACCESS - SHARED APT,40510005,Hugo,11,28-07-2017,0.44,0.5
19027786,The Diamond Room,33552302,Ese,11,05-05-2019,0.44,2.5
19114447,Beautiful douplex with garden in crown heights!!,5434236,Andrea,11,24-08-2018,0.45,2.1
19122217,Classic Brooklyn Brownstone,96363026,Chris,11,03-01-2019,0.47,3.8
19134814,Bright modern 2 bed 2 bath flat in Williamsburg,48240655,Steve,11,03-01-2018,0.45,4.6
19138212,Super Sunny & Stylish Soho Loft,9374970,Barrett,11,28-09-2018,0.48,0.3
19164752,Great 1 bedroom apartment in Manhattan,71864947,Jure,11,21-03-2019,0.47,1.1
19171670,Cozy private bedroom with Queen size bed & closet.,132485563,Ali,11,23-10-2018,0.5,3.2
19175650,Private room and shared living room,134104016,Amy,11,04-11-2018,0.45,4.2
19239282,Beautiful brownstone apartment on quiet street,612818,Emilie,11,01-07-2019,0.45,4.2
19275018,Spacious & bright room in Upper West near Columbia,24771293,Allen,11,04-02-2018,0.45,4.6
19296503,Fold-out futon on East Village/LES border!,9913035,George,11,25-05-2019,0.44,2.1
19312705,Serene brownstone in the heart of Brooklyn,42947876,Susan,11,08-08-2018,0.46,0
19349497,Designer Exposed Brick East Village Walk Up,2601002,Daniel,11,06-07-2018,0.44,4.4
19387694,Cool town house,14140453,Mark,11,29-12-2018,0.44,3.3
19441240,Clean Cozy Close Comfortable,16566001,Ebin,11,22-10-2017,0.45,2.2
19466277,Cozy Bed - Stuy hideaway (The Fulton Room),8773518,Robb,11,19-06-2019,0.47,4.6
19477677,Huge sunny room next to subway!,25038748,Justin,11,11-05-2019,0.45,4.1
19521346,Chic apartment with large deck - best of Brooklyn,12647740,Shmuel,11,20-05-2019,0.46,3.5
19549547,Quintessential West Village Apt,102926533,Shaunda,11,14-06-2019,0.45,1.1
19566557,Brand New 1 Bedroom Across from Prospect Park,8306638,Halima,11,31-05-2019,0.53,4.5
19670093,183 Pulaski st,136049464,Asif,11,29-09-2018,0.47,1.4
19673318,Hunters Hideaway,138526119,Richard,11,20-05-2019,0.46,3.8
19691525,Small room in Historical home on Staten Island,128338539,Reuben,11,19-04-2019,0.65,1.4
19768219,Couch in Studio Apartment in Astoria,9039995,Jamie,11,22-10-2017,0.46,1
19780093,Convenient / Spacious 1BR in Union Square,6376364,Jing,11,10-10-2017,0.47,2.4
19874726,Cute 1-bedroom uptown apt,34359486,Katherine,11,09-09-2018,0.46,2.5
19910074,Huge Space in Brooklyn's Most Beautiful Area,11878464,Christine,11,01-01-2018,0.48,3.2
19949634,Dupont Duplex,4109954,Jason,11,03-07-2019,0.77,1
19960507,Huge Loft Space in Red Hook,1772509,Jane,11,25-05-2019,0.49,2.1
19998918,Prime Upper East Side Studio,141910666,Jennifer,11,31-05-2019,0.47,5
20017161,Amazing location across from Park and Subway,602131,Molly,11,27-06-2019,0.46,1.5
20044802,AG's Palace 3,121612198,Maura,11,13-06-2019,0.48,4.6
20045444,A Lovely getaway apt in upper Manhattan!!,24559370,Gabrielle,11,26-08-2018,0.47,3.7
20120907,Hip flat in the heart of Astoria,46801421,Emily,11,01-01-2019,0.48,3.8
20186887,"Spacious, Sun-Filled 1BR - Columbia Waterfront",26823131,Allie,11,25-11-2017,0.47,1.8
20189290,"Large and in charge: pvt ""dungeon"" apt. â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸",16534981,Suzy,11,31-05-2019,0.48,1.6
20190053,"Beautiful, family friendly place with great views",25415637,Jonathan,11,03-09-2018,0.48,2.9
20195496,Serenity and Ease in Brooklyn!,5775499,Samar,11,01-06-2019,0.49,4.2
20379446,Bedroom in bright cozy duplex w/ private rooftop,1843969,Carolina,11,01-07-2019,0.49,2.4
20482231,Park Slope Sanctuary on F/G/R,10653881,Max And Heather,11,17-11-2017,0.49,2
20524177,"Big Apt/big bedroom,  71st & 1st Ave",10471351,Michael,11,20-03-2019,0.55,3
20532190,Brooklyn Garden Apartment,166634,Lou,11,02-06-2019,0.57,2.7
20580419,Sunset room,145878384,Denise,11,22-05-2019,0.52,2.9
20634950,Waterfront Condo with private bedroom and bathroom,25518844,Alison,11,07-10-2018,0.51,2.8
20713633,Open Loft 1 BR Private Apt in Chinatown,9399634,Jessica,11,30-04-2019,0.56,4.8
20755255,Private 1-bedroom Modern Apt in Upper Manhattan,28337487,Sebastian,11,02-11-2017,0.49,1.9
20827801,The ocean view room size 12x14,145878384,Denise,11,01-01-2019,0.6,0.5
20849101,NYC private room in Private house|Mt Vernon area,149618690,Tunzil,11,10-06-2019,0.5,2.1
20872030,"Prime Location in Manhattan, near Central Park",41499146,Arata,11,30-06-2019,0.51,3.5
20970017,The Real B&B Home,89715420,J. Beverly,11,22-09-2018,0.64,1.3
21005699,Vics cafe,45044964,Victor,11,03-06-2019,0.51,2
21014202,æ›¼å“ˆé¡¿æž—è‚¯ä¸­å¿ƒä¸€å®¤ä¸€åŽ…,97044757,æŸæ¶¦,11,10-06-2018,0.5,0.4
21138939,Urban Oasis in Heart of Brooklyn,56113781,Gerard,11,03-01-2019,0.52,2.9
21211033,Bright Apartment in BedStuy - 20 min from City,12528835,Paula,11,12-06-2019,0.53,0.8
21213047,The Solstice - A One Bedroom Apartment,153150422,Charles,11,24-06-2018,0.53,4.9
21332370,Artists's loft in Williamsburg mins subway to NYC,150970705,Julia And Marie,11,12-06-2019,0.55,3.5
21447197,Upper East Side Oasis,59405516,Anthony,11,20-04-2019,0.82,4.4
21490120,Trendy and Comfortable Brooklyn Abode,18218495,Sofia,11,19-05-2019,0.73,4.7
21528329,"Organic pre-war 1BR Astoria, near MRNW trains",25553833,Chandley,11,03-09-2018,0.56,3.4
21550242,ENTIRE Apt in Williamsburg < 1 block to L train,1913749,Kelly,11,24-06-2019,0.55,1.3
21551617,Summer Savings! Central Park 1BR/1Bath/UWS,156699963,Jennifer,11,22-05-2019,0.54,0.2
21559636,QUEEN ROOM IN 1500 SQ FT WBURG BALLROOM APT,2212344,Enrique,11,01-01-2019,0.55,1
21658519,Spacious studio in luxury Manhattan condo,862657,Alex,11,24-11-2018,0.57,0.6
21665842,Charming Cobble Hill Brownstone with Backyard.,156668591,Tamosin,11,07-07-2019,0.59,0.1
21682924,Spacious Escape in the Heart of Greenwich Village,647100,Kevin,11,16-07-2018,0.55,4.2
21692641,"Large, cozy Studio in Morningside Heights",14991456,Apostolos,11,21-03-2019,0.57,2
21713358,Modern Whimsical Room,63749946,Rachel,11,16-05-2019,0.56,4.6
21739035,NEWLY RENOVATED STUDIO APARTMENT IN HARLEM,158335126,Jonathan,11,03-05-2018,0.56,1.8
21798411,Full mattress in the living room,47735494,Iris,11,21-04-2018,0.55,1.5
21799111,Charming and snug 1 bd in West Village near soho,17692768,Isabella,11,08-10-2018,0.62,0.3
21813491,East Village Â· Pied Ã Terre Â· NYC,155014420,Tim And Reuben,11,28-06-2018,0.61,1
21907941,Boutique Hotel Queen Room in Gowanus,159091490,Melissa,11,23-06-2019,0.57,4.5
21936073,"Charming 1BR - King Bed, Full Kitchen, Laundry",6041929,Degelis,11,07-05-2019,0.65,3.6
21967259,Luxury Chelsea Condo on the High Line park,160376922,Alesia,11,22-08-2018,0.56,1.9
21984189,Bryant Park,160520133,Jay,11,03-07-2019,0.58,1.5
22010459,"Calm, Cozy 2 Bedroom Apartment",41940272,Nicole,11,22-04-2019,0.61,2.1
22066430,Chic Williamsburg Mid-Century Apartment,20604809,Houman,11,23-06-2019,0.58,0.3
22077540,"Cozy home in charming, central Fort Greene",6123811,Sherry,11,13-06-2019,1.46,2.2
22088100,"Bright and Warm place -
only 17min to Central Park",161351021,V,11,01-03-2018,0.58,2.3
22107368,Entire Apartment Available in Astoria,103170539,Lalit,11,15-06-2018,0.59,2.2
22161352,Comfy & quiet 1 BR - East Williamsburg,6484703,Sheila,11,21-05-2019,0.59,0.2
22275716,Cozy Studio  with Patio Next to Central Park,23939793,Tamar,11,24-11-2018,0.59,0.6
22460669,Comfy Room E Williamsburg - 1 min from L -Huge APT,55807631,Brent,11,01-04-2018,0.6,0.5
22571045,Private Studio,116746802,Christine,11,10-06-2019,0.69,2
22605114,Private room in Brooklyn !!!!,70236577,Sara,11,18-05-2019,1.77,1.1
22670614,Williamsburg Bedroom Available,22130449,Logan,11,04-07-2019,0.67,1.4
22717838,Sunny apartment with easy connections to anywhere.,120847,Sam,11,30-06-2019,0.82,2.8
22737164,Designerâ€™s Penthouse w/ private terrace,510931,Autumn,11,30-05-2019,0.66,2.7
22794168,Sunny park-view room in Harlem brownstone,8637211,Judie And Steven,11,17-01-2019,0.79,3
22860844,Cozy Queen Room in Majestic Artist Loft,501456,Aaron,11,22-11-2018,0.64,4.6
22887406,XL Private Room in a Magnificent Penthouse NYC1,169382341,TomÃ¡s,11,22-06-2019,0.69,0.7
22985840,"Bright, beautiful bedroom 5 mins from LGA, 15toNYC",170446723,Pamela,11,18-06-2019,0.71,1.6
23062969,Sunlit Harlem Haven,9937471,Gabryelle,11,17-12-2018,1.15,4
23072308,Charming WaHi apartment!,92192182,Alyssa,11,08-07-2018,0.64,1.5
23093320,Your Bed Room in Bed-Stuy,171522181,Brandon,11,25-03-2018,0.64,4.4
23129919,Fits like a glove,171888683,Michal,11,31-03-2019,0.67,2.3
23289674,WILLIAMSBURG PRIME BROOKLYN PRIVATE APT NEAR WATER,29219991,Doug,11,09-05-2019,1.29,0.7
23311118,Astoria 48 street and 30 ave ny,164886138,Eliahu,11,30-06-2019,0.66,3
23311374,The Bungalow at Bedford Avenue (Williamsburg),1119739,Luke,11,27-05-2019,0.66,4.7
23520803,Spacious one-bedroom apartment in Cobble Hill,16110255,Jennifer,11,30-06-2019,1.3,2.5
23631575,Bright and spacious room two blocks from park!,2515199,Marcie,11,17-06-2018,0.68,4.6
23644523,Private & Peacful | Entire Place | High-Line,11243113,Terry,11,07-12-2018,0.76,4.1
23648504,2-bdrm Luxury Condo in Midtown,133288905,Cherie,11,26-06-2019,0.84,4.8
23668735,Deluxe Apartment view Broadway #5,177174475,Alberto,11,19-05-2019,1.42,1.5
23696307,"Lovely 2 bdr loft in Clinton Hill, Brooklyn",3464870,Nina,11,09-06-2019,0.8,1.6
23723855,Sunny Room in Townhouse near Central Park,28752891,Sarah,11,27-06-2019,0.77,2.7
23761645,2BR Wakefield Bronx 20 min NYC 10 min  Westchester,16851857,Paul,11,27-02-2019,0.75,4.7
23807788,"Snug & Cozy 1 Bedroom -Hamilton Heights, NY",178473107,Allan C.,11,08-12-2018,0.92,0.3
23820909,Charming Bright Apartment Minutes From Manhattan,178636681,Kris,11,04-06-2019,1.05,2.2
23980622,Manhattan private room 2  Columbia university area,180380802,Avner,11,07-05-2019,0.71,0.9
24122599,Cozy room in a Victorian house in Central Brooklyn,14905006,Myriam,11,27-05-2019,0.81,3.2
24135740,"4 Bed, 2 Bath Apt in East Village-Garden Duplex",177353847,East Village,11,07-07-2019,0.75,2.5
24284744,Bright & Beautiful Studio in Columbus Circle/HK!,123362684,Jacob,11,17-06-2019,0.73,4.8
24289209,Astoria Centrally located!,183211776,Rafael,11,26-12-2018,0.77,1.3
24348514,For All Classical Lover's 2,96694697,Glory,11,01-03-2019,0.77,1
24424607,"Next to Strawberry Fields, Central Park Manhattan",409965,Juan Carlos,11,30-06-2019,0.76,3.5
24477757,Large Private Room in a Magnificent Penthouse NYC2,169382341,TomÃ¡s,11,27-06-2019,0.84,4.3
24512493,"Private room at Roselle, in the Bronx",175152359,Massiel,11,15-06-2019,1.11,4.8
24538218,Sunny Room in Bed-Stuy close to everything!,50321289,Avery,11,29-12-2018,0.8,2.5
24541125,98th St. FULL apt with positive energy!,62100691,Samara,11,24-04-2019,0.77,2.6
24573377,Inexpensive Private Room with NYC / SIUH Access #1,104812805,Amarjit S,11,10-06-2019,0.77,2
24656571,Shared Apartment 1 stop from Manhattan,55724558,Taylor,11,16-05-2019,0.78,4.3
24715620,Room B Close to NYU Langone H/Metro station,105640471,Jason,11,28-05-2019,1.11,4.5
24966197,"Quiet, private room (Hell's Kitchen/West Midtown)",28808740,Robert,11,23-06-2019,0.78,1.2
24967000,Gorgeous apartment with access to all #2,175116422,Karilyn,11,24-03-2019,1.05,3.7
25010171,sunshine,159027993,Michelle,11,28-05-2019,0.79,1.1
25011733,"Trendy, light-filled apartment in Lower East Side.",17842138,Anna,11,24-06-2019,0.78,2.5
25078650,A great place to crash.,21938126,Reenie,11,14-06-2019,0.8,1.1
25085816,Master bedroom in E Harlem with balcony&Doorman,77716287,Marwa,11,09-05-2019,0.83,3.8
25161732,"Private Masterâ€™s bedroom in Gramercy, Manhattan",134513664,Charissa,11,29-06-2019,0.87,2.8
25167819,The Consuello2,148130354,George,11,31-12-2018,0.93,4.6
25209293,Perfect Nolita apartment,22587087,Peter,11,01-07-2019,0.9,1.5
25252356,"Beautiful well lit studio located in Brooklyn, NY",190784850,Madz,11,23-06-2019,0.8,3.8
25265984,comfy and cozy room near subway station,186155189,Kyunam,11,01-06-2019,1,2.9
25285275,Central SPACIOUS Triplex - LOCATION LOCATION LOC..,191007759,Robert,11,29-06-2019,0.85,1.9
25338619,Hip All Stone East Village Condo,147447438,Chris,11,15-06-2019,0.83,0.1
25352456,BEAUTIFUL Queen Bedroom in Peaceful Green Space,90249125,Jackie,11,01-07-2019,0.86,2.6
25484515,Your Home away from Home,192335868,Johnnet,11,04-08-2018,0.88,0.9
25487254,STUNNINGLY COMFORTABLE UWS HI-RISE STUDIO APT,54228655,Otoja,11,05-07-2019,1.05,1.8
25517197,HUGE Soho LOFT 2 Bedrooms 2 Bathrooms,50249843,Na,11,08-10-2018,0.87,1.3
25543561,NYC LUXURY PENTHOUSE MIDTOWN &GYM&AMAZING VIEW,133596333,Talia,11,25-06-2019,0.82,1.4
25618970,Williamsburg Luxury Artist Loft With All Amenities,249006,Samuel,11,29-06-2019,0.92,0.7
25674366,Mid Century Modern Williamsburg Condo,9038810,Sanjay,11,16-05-2019,0.87,1.7
25724871,"Bright, Breezy Private Bedroom in Harlem",26922164,Maggie,11,02-01-2019,0.85,1.5
25745372,Beautiful Private Room & Bath in East Village Loft,193558362,Christine,11,20-05-2019,0.94,4.4
25855717,"Stylish and Serene in Cobble Hill, Brooklyn",7810310,Erika,11,07-10-2018,0.91,4.5
25909161,New York Oasis,32605338,Aliesha,11,23-05-2019,1.13,2.6
25931882,Large sunny room in Modern Brooklyn Townhouse,33210753,Can,11,01-01-2019,0.85,0.9
25948942,Lovely room in Manhattan Lower East Side,131236711,Qi,11,13-07-2018,0.85,2.1
25966512,The cozy room!,62557719,Leomaris,11,09-06-2019,0.85,2.3
25970826,"$6M Soho Penthouse: 2000 sq ft, 18 ft ceilings",1001819,Rose,11,13-06-2019,0.88,3.5
26000298,Soho! Amazing 3bedroom Apt!,192951036,Jasmine,11,13-05-2019,0.91,4.5
26033963,Designers 1 bedroom West Village apartment,6295182,Jeremy,11,27-05-2019,0.95,3.5
26040209,Extra Room in Large East Village Apt!,134613498,Adonis,11,06-10-2018,0.86,4.6
26048920,"Spacious, artsy bedroom in the heart of bushwick.",769759,Karla,11,10-04-2019,0.94,2.5
26203807,"SPACIOUS ARTSY room w/ rooftop, 25 min>Manhattan",104124704,Alejandro,11,12-05-2019,0.92,0.9
26227629,Spacious and Sunny Studio,26596078,Natalya,11,19-05-2019,0.91,1.8
26304486,Bright & Sunny Brooklyn 1BDR with Amazing Views,20126746,Alexandra,11,09-06-2019,0.95,4.4
26352096,æ¸©é¦¨æ–¹ä¾¿COZY ROOM.1 min to subway& close to everything,115424426,Taylor,11,20-09-2018,0.93,2
26362867,Large Bedroom w/ PRIVATE BATHROOM,18197365,Jake,11,01-06-2019,0.88,0.8
26392206,Quaint One-Bedroom close to the UN !,47475970,Jenya,11,23-06-2019,0.93,5
26410121,Welcoming Brooklyn Artist's Room in Williamsburg,16118005,Floriana,11,11-03-2019,0.89,2.6
26431441,Captains Cabin 002/Apmnt like,137999892,Simranjeet,11,06-07-2019,0.99,1.2
26465686,Designer Waterfront Brooklyn Home with a View,24496471,Naheel,11,09-04-2019,0.94,2
26514725,Private Room_Brooklyn Townhouse,8456000,Brian,11,06-06-2019,1.1,0.8
26574775,â˜… Beautiful Apartment in Best Location â˜…,1510920,ZoÃ«,11,05-07-2019,0.99,3.8
26635867,Prospect Park Oasis in the City,2208401,Sarah & Bruce,11,28-04-2019,0.94,2.1
26658854,Sunny well-located room near Times Sq. 41D2,190921808,John,11,22-06-2019,0.99,2.8
26682918,Sunny Private Bedroom Near Manhattan,200600695,Carolina,11,23-06-2019,0.93,2.8
26739023,Cozy Studio Apartment in Great Location!!!,50770601,Diana,11,06-06-2019,1.51,1
26753414,Williamsburg Sizable Bedroom w/ Outdoor Space,75590434,Michael,11,01-07-2019,0.99,4.4
26783332,"Huge, Bright, clean Bushwick blocks from train",201079770,HyeSuk & Alex,11,06-05-2019,0.92,1.8
26803556,Sunny Top Floor Victorian,801975,Elizabeth And Timothee,11,06-07-2019,1.04,4
26805568,Large Artist Studio - Prime Midtown Location,52666941,Jennifer,11,01-01-2019,0.91,3.3
26846867,Bushwick Proper - king master bed private bathroom,69527,Daniele,11,30-06-2019,2.2,1.2
26919911,"Sunny, Artistic Getaway Near Prospect Park",5848252,Monica,11,24-02-2019,0.93,3.1
27083945,Private room in UWS near Central Park,43809903,Eddie,11,31-12-2018,1.07,0.3
27100997,Cozy & Private Bedroom near Highline- CHELSEA,203346157,Bryan,11,20-05-2019,1.31,1.7
27140232,æ›¼å“ˆé¡¿å¸å›½å¤§åŽ¦/Time square,107245546,Michael,11,02-07-2019,4.78,1.6
27159331,Awesome New York Apartment Close to it All!,30595682,Michael,11,02-06-2019,1.04,2.2
27165248,"Bedroom #5, Basement level, Park, express Q train",2478675,Gina,11,07-07-2019,2.29,0.7
27172827,"Cozy Upper East - 1 Bed
Park | Museums | Subway",25700836,Brenton,11,26-11-2018,0.96,3.6
27427898,Private 2 Bd Guest House. Great for Quiet Getaway,34313176,Eddie,11,26-06-2019,1.17,1.9
27498398,"Spacious, Bright Harlem Treetop Duplex",194047658,Jean,11,29-12-2018,1.02,1.8
27529325,Private room and bathroom in Brooklyn,193502084,Linda,11,03-03-2019,1.09,3.4
27599185,Legal Redesigned 2 BDRS PARK SLOPE/Prospect Park!,87786261,Sophia,11,09-06-2019,1.05,3.8
27632496,In a heart of queens /// QUEEN SIZE ROOM ///,181885938,Ismael,11,31-05-2019,1.05,4.9
27678171,~*PLANT HAVEN*~ Private Room -Charming Garden Apt,94390487,Samantha,11,27-05-2019,1.04,4.1
27695133,Smart Home in the Heart of Harlem,102332204,Theodora,11,20-06-2019,2.92,1.6
27723717,Beautiful Private Room Big Windows,24762401,Dee Daisy And Peter,11,18-04-2019,1.02,0.9
27730153,"Entire 1BR Apt, Spacious, Light, 10 mins to LGA",187731563,Sean,11,16-12-2018,1.07,1.5
27784542,Artistic Loft w Fireplace & Manhattan Skyline,33655,Sruthi,11,02-07-2019,1.24,0.1
27786254,Bright Studio near park,170026468,Azia,11,05-06-2019,1.23,1.4
27929894,Beautiful 3 bed apt close to Central Park,3554039,Jimmy,11,23-06-2019,1.07,0.9
28002057,Amazing Large Sunny Studio in Greenwich Village,46160710,Shaun,11,26-06-2019,1.24,2.8
28013709,Your Home Next to the Empire State Building,33245632,Tassie,11,30-06-2019,1.07,3.7
28014495,Modern Sunlit Brooklyn Apartment,111284635,Kevin,11,05-05-2019,1.15,4.9
28026246,Beautiful 4BDR Unit @Greenpoint 2stop to Manhattan,188023318,Selina,11,12-06-2019,1.3,0.8
28094626,"Large and clean room with a king size bed,",189404055,Antonio,11,01-07-2019,2.16,1.4
28130741,"Renovated, Stylish Apt! Next to Prospect Park",6109032,Claire,11,25-03-2019,1.05,2
28185867,Zen & Cozy Room In Astoria,39537244,Evelyn,11,02-07-2019,1.14,1.1
28221653,Private Bedroom in Super Comfortable NYC Apt.,160611440,Fran,11,05-06-2019,1.11,2.5
28250925,"Bright, cozy room in Prospect Heights/Park Slope",73640551,Courtney,11,27-01-2019,1.24,2.3
28259702,"Clean , Quite and Comfortable Queen size bed",143979484,Blan,11,19-12-2018,1.1,5
28277352,"Huge Room in Grammercy, terrace access",9420910,Alyona,11,18-04-2019,1.13,1.1
28284445,New 3BR 2Full bath Apartment with Dryer & Washer,210970608,Lucy,11,16-06-2019,1.11,4.7
28333466,"Lovely, sunny & quiet 1br Chelsea apt w/balcony",43252905,Jonathan,11,06-06-2019,1.2,0.1
28366610,Close to everything jfk subway casino,170810121,Raj,11,28-05-2019,1.09,4.2
28404814,Stylish & dreamy brooklyn loft,2236212,Iva,11,09-06-2019,1.2,1.3
28417682,Great private room in Sunnyside NYC 7 min Subway,58234433,Martin,11,03-06-2019,1.1,3.5
28538516,çº½çº¦å•ä¸€å®¶åº­ä½å®…,156064588,Xiaowen,11,04-01-2019,1.11,4
28543617,Private room in Airy Harlem Penthouse,7147060,Kathleen,11,30-06-2019,1.18,4.7
28554405,Shared place by Theater district in Manhattan west,175180318,GÃºney,11,04-07-2019,1.11,0.2
28580323,Writer's nook in the center of Greenpoint !!!,141734227,Brian,11,31-03-2019,1.2,4.6
28600360,Cozy studio near the beach and St. Johnâ€™s hospital,36383387,Suleidy,11,07-07-2019,4.52,4.3
28667969,Lolaâ€™s Haven,216299753,Omoti,11,08-02-2019,1.15,1.5
28775714,Cute apartment in Long Island City,9599815,Patricia Rose,11,03-06-2019,1.25,4.5
28781373,Spacious & Sunny Brooklyn Home,5188470,Zoe,11,07-07-2019,1.46,3.1
28785322,Beautiful and Convenient Location in Lower NYC,140983856,Nini,11,29-05-2019,1.23,1.1
28786315,Brooklyn House at 443 Linden Room 3,216304678,Bryan,11,18-05-2019,1.17,4.4
28890542,E.Village Private bdrm with Private Entrance for 4,181810800,David,11,01-01-2019,1.19,0.1
28912358,Parisian style 1 bedroom in the Heart of UES!!!,41062475,Viktoria,11,01-07-2019,1.3,0.5
28963934,"GRAY MANHATTAN, BIG COZY ROOM IN A 3BEDRMS APART",47595754,Voisin,11,16-06-2019,1.3,3.7
28980678,"Stylish 2 bedroom apt, vibrant Bklyn neighborhood",20311036,Blu,11,26-05-2019,1.25,4.3
28988283,The Come On Inn - 2,3740621,Jonathan,11,12-06-2019,1.26,1.4
28989914,Bright and spacious loft in East Village,218505786,Victoria,11,24-02-2019,1.21,0.2
28992518,Private 1 Bedroom on Top Floor Apartment Building,218526982,Liz,11,07-07-2019,1.2,2.1
29037141,PRIVATE SINGLES CLEAN BEDROOM NY 6 TRAIN NO CURFEW,44260966,Alicia,11,21-04-2019,1.29,0.3
29072168,Amazing Room w/ Private Bathroom - Near to Subway,179387087,John,11,28-04-2019,1.2,2
29073059,Fun in the Financial District,31218019,Stephanie,11,18-06-2019,1.33,0.1
29119411,Cozy Studio Alcove in the heart of East Village!!,56648414,Anique,11,10-12-2018,1.26,1
29183697,Citrine Bedroom,119669058,Melissa,11,03-07-2019,1.31,4.8
29202087,Modern WBurg Castle in w/ Park & Skyline Views,8917825,Jordan,11,01-02-2019,1.49,0.8
29233981,Williamsburg One Bedroom,1713685,Jessica,11,20-06-2019,1.3,3.4
